fips,state,county_state,year,overall_food_insecurity_rate,number_of_food_insecure_persons_overall,food_insecurity_rate_among_black_persons_all_ethnicities,food_insecurity_rate_among_hispanic_persons_any_race,food_insecurity_rate_among_white_non_hispanic_persons,snap_threshold,percent_fi_snap_threshold,percent_fi_snap_threshold_2,child_food_insecurity_rate,number_of_food_insecure_children,percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl,percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl,cost_per_meal,weighted_weekly_needed_by_fi,weighted_annual_food_budget_shortfall,ruc_code,percent_of_all_people_in_poverty_2023,percent_of_all_people_in_poverty_90_percent_confidence_inrerval_lower_bound,percent_of_people_in_poverty_2023_90_percent_confidence_interval_of_estimate_upper_bound,percent_of_childen_ages_0_17_in_poverty_2023,percent_of_childen_ages_0_17_in_poverty_2023_90_percent_confidence_interval_lower_bound,percent_of_childen_ages_0_17_in_poverty_2023_90_percent_confidence_interval_of_estimate_upper_bound,all_people_in_poverty_2023_90_percent_confidence_interval_lower_bound,all_people_in_poverty_2023_90_percent_confidence_interval_upper_bound,children_under_ages_0_17_in_poverty_2023_90_percent_confidence_interval_of_estimate_lower_bound,childen_ages_0_17_in_poverty_2023_upper_bound,percent_all_people_in_poverty_2023,lower_bound_all_people_in_poverty_2023,upper_bound_all_people_in_poverty_2023,percent_children_ages_0_17_in_poverty_2023,lower_bound_children_ages_0_17_in_poverty_2023,upper_bound_children_ages_0_17_in_poverty_2023,rural_urban_continuum_code_2023,urban_influence_code_2013,metro_2023,civilian_labor_force_2000,employed_2000,unemployed_2000,unemployment_rate_2000,civilian_labor_force_2001,employed_2001,unemployed_2001,unemployment_rate_2001,civilian_labor_force_2002,employed_2002,unemployed_2002,unemployment_rate_2002,civilian_labor_force_2003,employed_2003,unemployed_2003,unemployment_rate_2003,civilian_labor_force_2004,employed_2004,unemployed_2004,unemployment_rate_2004,civilian_labor_force_2005,employed_2005,unemployed_2005,unemployment_rate_2005,civilian_labor_force_2006,employed_2006,unemployed_2006,unemployment_rate_2006,civilian_labor_force_2007,employed_2007,unemployed_2007,unemployment_rate_2007,civilian_labor_force_2008,employed_2008,unemployed_2008,unemployment_rate_2008,civilian_labor_force_2009,employed_2009,unemployed_2009,unemployment_rate_2009,civilian_labor_force_2010,employed_2010,unemployed_2010,unemployment_rate_2010,civilian_labor_force_2011,employed_2011,unemployed_2011,unemployment_rate_2011,civilian_labor_force_2012,employed_2012,unemployed_2012,unemployment_rate_2012,civilian_labor_force_2013,employed_2013,unemployed_2013,unemployment_rate_2013,civilian_labor_force_2014,employed_2014,unemployed_2014,unemployment_rate_2014,civilian_labor_force_2015,employed_2015,unemployed_2015,unemployment_rate_2015,civilian_labor_force_2016,employed_2016,unemployed_2016,unemployment_rate_2016,civilian_labor_force_2017,employed_2017,unemployed_2017,unemployment_rate_2017,civilian_labor_force_2018,employed_2018,unemployed_2018,unemployment_rate_2018,civilian_labor_force_2019,employed_2019,unemployed_2019,unemployment_rate_2019,civilian_labor_force_2020,employed_2020,unemployed_2020,unemployment_rate_2020,civilian_labor_force_2021,employed_2021,unemployed_2021,unemployment_rate_2021,civilian_labor_force_2022,employed_2022,unemployed_2022,unemployment_rate_2022,civilian_labor_force_2023,employed_2023,unemployed_2023,unemployment_rate_2023,median_household_income_2022,med_hh_income_percent_of_state_total_2022,na,na_2,na_3,na_4,x1970,x1970_2,x1,x1970_3,na_5,na_6,na_7,na_8,x1980,x1980_2,x1_2,x1980_3,na_9,na_10,na_11,na_12,x1990,x1990_2,x1990_3,x1990_4,na_13,na_14,na_15,na_16,x2000,x2000_2,x2000_3,x2000_4,na_17,na_18,na_19,na_20,x2008,x2008_2,x2008_3,x2008_4,na_21,na_22,na_23,na_24,x2019,x2019_2,x2019_3,x2019_4,na_25,na_26,na_27,na_28
35029,NM,Luna,2023,22.8%,5810,NA,25%,16%,200%,97%,3%,31.8%,2100,98%,2%,$3.16,$19.74,"$3,479,000",6,26.4,NA,NA,37.6,NA,NA,20.9,31.9,27.2,48,NA,NA,NA,NA,NA,NA,6,5,0,10686,9002,1684,15.8,10675,8893,1782,16.7,11064,9415,1649,14.9,11998,10079,1919,16,11888,10033,1855,15.6,12420,10783,1637,13.2,12149,10825,1324,10.9,12105,10925,1180,9.7,12148,10732,1416,11.7,12193,10175,2018,16.6,11516,9288,2228,19.3,11366,9146,2220,19.5,11438,9195,2243,19.6,11362,9210,2152,18.9,11410,9373,2037,17.9,11130,9184,1946,17.5,10870,9283,1587,14.6,10657,9178,1479,13.9,10182,8980,1202,11.8,10386,9104,1282,12.3,10129,8576,1553,15.3,10140,8593,1547,15.3,9845,8861,984,10,10089,9077,1012,10,38796,64.8,5,5,6,6,3633,1507,489,440,59.9,24.8,8.1,7.2,4011,3313,995,999,43,35.6,10.7,10.7,4779,3594,1940,1290,41.2,31,16.7,11.1,6335,4719,3083,1640,40.2,29.9,19.5,10.4,4803,5119,4007,2142,29.9,31.9,24.9,13.3,3943,5738,4274,2410,24.1,35.1,26.1,14.7
35035,NM,Otero,2019,16.7%,11070,22%,19%,12%,165%,69%,31%,25.0%,3870,77%,23%,$3.21,$18.08,"$6,070,000",4,19.4,NA,NA,30.8,NA,NA,16.1,22.7,24.4,37.2,NA,NA,NA,NA,NA,NA,4,5,0,24229,22922,1307,5.4,24306,22994,1312,5.4,24643,23256,1387,5.6,25202,23666,1536,6.1,26323,24974,1349,5.1,26459,25131,1328,5,25663,24573,1090,4.2,25620,24685,935,3.6,25590,24512,1078,4.2,25622,24000,1622,6.3,24796,23075,1721,6.9,24557,22947,1610,6.6,25081,23482,1599,6.4,25397,23784,1613,6.4,24883,23347,1536,6.2,25168,23594,1574,6.3,25674,24101,1573,6.1,25216,23695,1521,6,24776,23561,1215,4.9,24933,23676,1257,5,25111,23128,1983,7.9,25262,23531,1731,6.9,25081,24031,1050,4.2,24973,23970,1003,4,52787,88.2,5,5,4,4,6407,7080,2369,2437,35,38.7,13,13.3,5236,9655,4623,3367,22.9,42.2,20.2,14.7,5575,9971,10163,4530,18.4,33,33.6,15,7222,11096,13863,5880,19,29.2,36.4,15.4,6717,11417,15924,7211,16.3,27.7,38.6,17.5,5764,13164,16634,9795,12.7,29,36.7,21.6
35035,NM,Otero,2020,15.5%,10340,17%,19%,10%,165%,71%,29%,23.6%,3640,81%,19%,$3.29,$17.47,"$5,479,000",4,19.4,NA,NA,30.8,NA,NA,16.1,22.7,24.4,37.2,NA,NA,NA,NA,NA,NA,4,5,0,24229,22922,1307,5.4,24306,22994,1312,5.4,24643,23256,1387,5.6,25202,23666,1536,6.1,26323,24974,1349,5.1,26459,25131,1328,5,25663,24573,1090,4.2,25620,24685,935,3.6,25590,24512,1078,4.2,25622,24000,1622,6.3,24796,23075,1721,6.9,24557,22947,1610,6.6,25081,23482,1599,6.4,25397,23784,1613,6.4,24883,23347,1536,6.2,25168,23594,1574,6.3,25674,24101,1573,6.1,25216,23695,1521,6,24776,23561,1215,4.9,24933,23676,1257,5,25111,23128,1983,7.9,25262,23531,1731,6.9,25081,24031,1050,4.2,24973,23970,1003,4,52787,88.2,5,5,4,4,6407,7080,2369,2437,35,38.7,13,13.3,5236,9655,4623,3367,22.9,42.2,20.2,14.7,5575,9971,10163,4530,18.4,33,33.6,15,7222,11096,13863,5880,19,29.2,36.4,15.4,6717,11417,15924,7211,16.3,27.7,38.6,17.5,5764,13164,16634,9795,12.7,29,36.7,21.6
35035,NM,Otero,2021,14.9%,10000,18%,18%,11%,165%,70%,30%,20.6%,3210,76%,25%,$3.60,$20.97,"$6,360,000",4,19.4,NA,NA,30.8,NA,NA,16.1,22.7,24.4,37.2,NA,NA,NA,NA,NA,NA,4,5,0,24229,22922,1307,5.4,24306,22994,1312,5.4,24643,23256,1387,5.6,25202,23666,1536,6.1,26323,24974,1349,5.1,26459,25131,1328,5,25663,24573,1090,4.2,25620,24685,935,3.6,25590,24512,1078,4.2,25622,24000,1622,6.3,24796,23075,1721,6.9,24557,22947,1610,6.6,25081,23482,1599,6.4,25397,23784,1613,6.4,24883,23347,1536,6.2,25168,23594,1574,6.3,25674,24101,1573,6.1,25216,23695,1521,6,24776,23561,1215,4.9,24933,23676,1257,5,25111,23128,1983,7.9,25262,23531,1731,6.9,25081,24031,1050,4.2,24973,23970,1003,4,52787,88.2,5,5,4,4,6407,7080,2369,2437,35,38.7,13,13.3,5236,9655,4623,3367,22.9,42.2,20.2,14.7,5575,9971,10163,4530,18.4,33,33.6,15,7222,11096,13863,5880,19,29.2,36.4,15.4,6717,11417,15924,7211,16.3,27.7,38.6,17.5,5764,13164,16634,9795,12.7,29,36.7,21.6
35035,NM,Otero,2022,16.5%,11220,21%,25%,13%,165%,69%,31%,25.1%,3800,80%,20%,$3.94,$24.44,"$8,318,000",4,19.4,NA,NA,30.8,NA,NA,16.1,22.7,24.4,37.2,NA,NA,NA,NA,NA,NA,4,5,0,24229,22922,1307,5.4,24306,22994,1312,5.4,24643,23256,1387,5.6,25202,23666,1536,6.1,26323,24974,1349,5.1,26459,25131,1328,5,25663,24573,1090,4.2,25620,24685,935,3.6,25590,24512,1078,4.2,25622,24000,1622,6.3,24796,23075,1721,6.9,24557,22947,1610,6.6,25081,23482,1599,6.4,25397,23784,1613,6.4,24883,23347,1536,6.2,25168,23594,1574,6.3,25674,24101,1573,6.1,25216,23695,1521,6,24776,23561,1215,4.9,24933,23676,1257,5,25111,23128,1983,7.9,25262,23531,1731,6.9,25081,24031,1050,4.2,24973,23970,1003,4,52787,88.2,5,5,4,4,6407,7080,2369,2437,35,38.7,13,13.3,5236,9655,4623,3367,22.9,42.2,20.2,14.7,5575,9971,10163,4530,18.4,33,33.6,15,7222,11096,13863,5880,19,29.2,36.4,15.4,6717,11417,15924,7211,16.3,27.7,38.6,17.5,5764,13164,16634,9795,12.7,29,36.7,21.6
35035,NM,Otero,2023,17.9%,12200,23%,25%,14%,200%,79%,21%,26.9%,4060,93%,7%,$3.45,$21.55,"$7,975,000",4,19.4,NA,NA,30.8,NA,NA,16.1,22.7,24.4,37.2,NA,NA,NA,NA,NA,NA,4,5,0,24229,22922,1307,5.4,24306,22994,1312,5.4,24643,23256,1387,5.6,25202,23666,1536,6.1,26323,24974,1349,5.1,26459,25131,1328,5,25663,24573,1090,4.2,25620,24685,935,3.6,25590,24512,1078,4.2,25622,24000,1622,6.3,24796,23075,1721,6.9,24557,22947,1610,6.6,25081,23482,1599,6.4,25397,23784,1613,6.4,24883,23347,1536,6.2,25168,23594,1574,6.3,25674,24101,1573,6.1,25216,23695,1521,6,24776,23561,1215,4.9,24933,23676,1257,5,25111,23128,1983,7.9,25262,23531,1731,6.9,25081,24031,1050,4.2,24973,23970,1003,4,52787,88.2,5,5,4,4,6407,7080,2369,2437,35,38.7,13,13.3,5236,9655,4623,3367,22.9,42.2,20.2,14.7,5575,9971,10163,4530,18.4,33,33.6,15,7222,11096,13863,5880,19,29.2,36.4,15.4,6717,11417,15924,7211,16.3,27.7,38.6,17.5,5764,13164,16634,9795,12.7,29,36.7,21.6
35051,NM,Sierra,2019,20.6%,2270,NA,19%,14%,165%,77%,23%,31.9%,560,74%,26%,$2.95,$16.64,"$1,145,000",6,23.5,NA,NA,35.4,NA,NA,18,29,23.1,47.7,NA,NA,NA,NA,NA,NA,6,6,0,5257,5021,236,4.5,5325,5073,252,4.7,5322,5038,284,5.3,5279,4986,293,5.6,5295,4995,300,5.7,5379,5085,294,5.5,5337,5100,237,4.4,5466,5281,185,3.4,5826,5599,227,3.9,5893,5574,319,5.4,3993,3641,352,8.8,3865,3497,368,9.5,3975,3593,382,9.6,4013,3623,390,9.7,3970,3610,360,9.1,4058,3685,373,9.2,4094,3745,349,8.5,4214,3890,324,7.7,4107,3821,286,7,3924,3658,266,6.8,4050,3697,353,8.7,4094,3751,343,8.4,3941,3705,236,6,3877,3645,232,6,40420,67.5,6,6,6,6,2974,950,444,341,63.2,20.2,9.4,7.2,2748,2067,784,417,45.7,34.4,13,6.9,2714,2603,1532,633,36.3,34.8,20.5,8.5,2371,3106,3127,1302,23.9,31.4,31.6,13.1,1303,2999,2790,1841,14.6,33.6,31.2,20.6,903,3244,3551,1503,9.8,35.3,38.6,16.3
35051,NM,Sierra,2020,18.8%,2060,NA,17%,12%,165%,72%,28%,28.9%,500,69%,31%,$3.35,$17.77,"$1,110,000",6,23.5,NA,NA,35.4,NA,NA,18,29,23.1,47.7,NA,NA,NA,NA,NA,NA,6,6,0,5257,5021,236,4.5,5325,5073,252,4.7,5322,5038,284,5.3,5279,4986,293,5.6,5295,4995,300,5.7,5379,5085,294,5.5,5337,5100,237,4.4,5466,5281,185,3.4,5826,5599,227,3.9,5893,5574,319,5.4,3993,3641,352,8.8,3865,3497,368,9.5,3975,3593,382,9.6,4013,3623,390,9.7,3970,3610,360,9.1,4058,3685,373,9.2,4094,3745,349,8.5,4214,3890,324,7.7,4107,3821,286,7,3924,3658,266,6.8,4050,3697,353,8.7,4094,3751,343,8.4,3941,3705,236,6,3877,3645,232,6,40420,67.5,6,6,6,6,2974,950,444,341,63.2,20.2,9.4,7.2,2748,2067,784,417,45.7,34.4,13,6.9,2714,2603,1532,633,36.3,34.8,20.5,8.5,2371,3106,3127,1302,23.9,31.4,31.6,13.1,1303,2999,2790,1841,14.6,33.6,31.2,20.6,903,3244,3551,1503,9.8,35.3,38.6,16.3
35051,NM,Sierra,2021,18.8%,2170,NA,16%,12%,165%,76%,24%,28.7%,530,64%,36%,$3.64,$21.22,"$1,396,000",6,23.5,NA,NA,35.4,NA,NA,18,29,23.1,47.7,NA,NA,NA,NA,NA,NA,6,6,0,5257,5021,236,4.5,5325,5073,252,4.7,5322,5038,284,5.3,5279,4986,293,5.6,5295,4995,300,5.7,5379,5085,294,5.5,5337,5100,237,4.4,5466,5281,185,3.4,5826,5599,227,3.9,5893,5574,319,5.4,3993,3641,352,8.8,3865,3497,368,9.5,3975,3593,382,9.6,4013,3623,390,9.7,3970,3610,360,9.1,4058,3685,373,9.2,4094,3745,349,8.5,4214,3890,324,7.7,4107,3821,286,7,3924,3658,266,6.8,4050,3697,353,8.7,4094,3751,343,8.4,3941,3705,236,6,3877,3645,232,6,40420,67.5,6,6,6,6,2974,950,444,341,63.2,20.2,9.4,7.2,2748,2067,784,417,45.7,34.4,13,6.9,2714,2603,1532,633,36.3,34.8,20.5,8.5,2371,3106,3127,1302,23.9,31.4,31.6,13.1,1303,2999,2790,1841,14.6,33.6,31.2,20.6,903,3244,3551,1503,9.8,35.3,38.6,16.3
35051,NM,Sierra,2022,21.1%,2430,NA,NA,15%,165%,78%,22%,33.7%,620,65%,35%,$4.00,$24.78,"$1,827,000",6,23.5,NA,NA,35.4,NA,NA,18,29,23.1,47.7,NA,NA,NA,NA,NA,NA,6,6,0,5257,5021,236,4.5,5325,5073,252,4.7,5322,5038,284,5.3,5279,4986,293,5.6,5295,4995,300,5.7,5379,5085,294,5.5,5337,5100,237,4.4,5466,5281,185,3.4,5826,5599,227,3.9,5893,5574,319,5.4,3993,3641,352,8.8,3865,3497,368,9.5,3975,3593,382,9.6,4013,3623,390,9.7,3970,3610,360,9.1,4058,3685,373,9.2,4094,3745,349,8.5,4214,3890,324,7.7,4107,3821,286,7,3924,3658,266,6.8,4050,3697,353,8.7,4094,3751,343,8.4,3941,3705,236,6,3877,3645,232,6,40420,67.5,6,6,6,6,2974,950,444,341,63.2,20.2,9.4,7.2,2748,2067,784,417,45.7,34.4,13,6.9,2714,2603,1532,633,36.3,34.8,20.5,8.5,2371,3106,3127,1302,23.9,31.4,31.6,13.1,1303,2999,2790,1841,14.6,33.6,31.2,20.6,903,3244,3551,1503,9.8,35.3,38.6,16.3
35051,NM,Sierra,2023,21.9%,2520,NA,21%,17%,200%,91%,9%,33.1%,590,79%,21%,$3.57,$22.31,"$1,706,000",6,23.5,NA,NA,35.4,NA,NA,18,29,23.1,47.7,NA,NA,NA,NA,NA,NA,6,6,0,5257,5021,236,4.5,5325,5073,252,4.7,5322,5038,284,5.3,5279,4986,293,5.6,5295,4995,300,5.7,5379,5085,294,5.5,5337,5100,237,4.4,5466,5281,185,3.4,5826,5599,227,3.9,5893,5574,319,5.4,3993,3641,352,8.8,3865,3497,368,9.5,3975,3593,382,9.6,4013,3623,390,9.7,3970,3610,360,9.1,4058,3685,373,9.2,4094,3745,349,8.5,4214,3890,324,7.7,4107,3821,286,7,3924,3658,266,6.8,4050,3697,353,8.7,4094,3751,343,8.4,3941,3705,236,6,3877,3645,232,6,40420,67.5,6,6,6,6,2974,950,444,341,63.2,20.2,9.4,7.2,2748,2067,784,417,45.7,34.4,13,6.9,2714,2603,1532,633,36.3,34.8,20.5,8.5,2371,3106,3127,1302,23.9,31.4,31.6,13.1,1303,2999,2790,1841,14.6,33.6,31.2,20.6,903,3244,3551,1503,9.8,35.3,38.6,16.3
48043,TX,Brewster,2019,15.6%,1440,NA,18%,11%,165%,59%,41%,16.5%,290,54%,47%,$3.02,$17.02,"$744,000",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,10.2,17.2,19.8,13.6,26,7,11,0,4566,4386,180,3.9,4724,4533,191,4,4840,4608,232,4.8,5110,4865,245,4.8,5411,5177,234,4.3,5270,5070,200,3.8,5414,5227,187,3.5,5221,5046,175,3.4,5106,4917,189,3.7,5168,4907,261,5.1,4919,4649,270,5.5,4856,4577,279,5.7,4552,4322,230,5.1,4146,3914,232,5.6,4062,3871,191,4.7,3911,3756,155,4,3963,3814,149,3.8,3938,3799,139,3.5,4014,3879,135,3.4,4157,4036,121,2.9,4089,3818,271,6.6,4227,4034,193,4.6,4218,4072,146,3.5,4417,4274,143,3.2,52388,72.5,11,8,7,7,1668,589,530,527,50.3,17.8,16,15.9,1315,886,892,950,32.5,21.9,22.1,23.5,1423,1066,1330,1484,26.8,20.1,25.1,28,1182,1163,1647,1527,21.4,21.1,29.8,27.7,1015,1257,1742,2196,16.3,20.2,28.1,35.4,719,1215,1989,3245,10,17,27.7,45.3
48043,TX,Brewster,2020,15.8%,1460,NA,20%,11%,165%,63%,37%,17.3%,310,49%,51%,$2.82,$14.99,"$664,000",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,10.2,17.2,19.8,13.6,26,7,11,0,4566,4386,180,3.9,4724,4533,191,4,4840,4608,232,4.8,5110,4865,245,4.8,5411,5177,234,4.3,5270,5070,200,3.8,5414,5227,187,3.5,5221,5046,175,3.4,5106,4917,189,3.7,5168,4907,261,5.1,4919,4649,270,5.5,4856,4577,279,5.7,4552,4322,230,5.1,4146,3914,232,5.6,4062,3871,191,4.7,3911,3756,155,4,3963,3814,149,3.8,3938,3799,139,3.5,4014,3879,135,3.4,4157,4036,121,2.9,4089,3818,271,6.6,4227,4034,193,4.6,4218,4072,146,3.5,4417,4274,143,3.2,52388,72.5,11,8,7,7,1668,589,530,527,50.3,17.8,16,15.9,1315,886,892,950,32.5,21.9,22.1,23.5,1423,1066,1330,1484,26.8,20.1,25.1,28,1182,1163,1647,1527,21.4,21.1,29.8,27.7,1015,1257,1742,2196,16.3,20.2,28.1,35.4,719,1215,1989,3245,10,17,27.7,45.3
48043,TX,Brewster,2021,14.3%,1360,NA,16%,11%,165%,57%,43%,13.0%,230,40%,60%,$3.21,$18.68,"$771,000",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,10.2,17.2,19.8,13.6,26,7,11,0,4566,4386,180,3.9,4724,4533,191,4,4840,4608,232,4.8,5110,4865,245,4.8,5411,5177,234,4.3,5270,5070,200,3.8,5414,5227,187,3.5,5221,5046,175,3.4,5106,4917,189,3.7,5168,4907,261,5.1,4919,4649,270,5.5,4856,4577,279,5.7,4552,4322,230,5.1,4146,3914,232,5.6,4062,3871,191,4.7,3911,3756,155,4,3963,3814,149,3.8,3938,3799,139,3.5,4014,3879,135,3.4,4157,4036,121,2.9,4089,3818,271,6.6,4227,4034,193,4.6,4218,4072,146,3.5,4417,4274,143,3.2,52388,72.5,11,8,7,7,1668,589,530,527,50.3,17.8,16,15.9,1315,886,892,950,32.5,21.9,22.1,23.5,1423,1066,1330,1484,26.8,20.1,25.1,28,1182,1163,1647,1527,21.4,21.1,29.8,27.7,1015,1257,1742,2196,16.3,20.2,28.1,35.4,719,1215,1989,3245,10,17,27.7,45.3
48043,TX,Brewster,2022,17.8%,1680,NA,22%,14%,165%,56%,44%,20.4%,350,44%,56%,$3.53,$21.88,"$1,115,000",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,10.2,17.2,19.8,13.6,26,7,11,0,4566,4386,180,3.9,4724,4533,191,4,4840,4608,232,4.8,5110,4865,245,4.8,5411,5177,234,4.3,5270,5070,200,3.8,5414,5227,187,3.5,5221,5046,175,3.4,5106,4917,189,3.7,5168,4907,261,5.1,4919,4649,270,5.5,4856,4577,279,5.7,4552,4322,230,5.1,4146,3914,232,5.6,4062,3871,191,4.7,3911,3756,155,4,3963,3814,149,3.8,3938,3799,139,3.5,4014,3879,135,3.4,4157,4036,121,2.9,4089,3818,271,6.6,4227,4034,193,4.6,4218,4072,146,3.5,4417,4274,143,3.2,52388,72.5,11,8,7,7,1668,589,530,527,50.3,17.8,16,15.9,1315,886,892,950,32.5,21.9,22.1,23.5,1423,1066,1330,1484,26.8,20.1,25.1,28,1182,1163,1647,1527,21.4,21.1,29.8,27.7,1015,1257,1742,2196,16.3,20.2,28.1,35.4,719,1215,1989,3245,10,17,27.7,45.3
48043,TX,Brewster,2023,16.7%,1580,NA,22%,13%,165%,48%,52%,16.5%,270,29%,71%,$3.22,$20.13,"$965,000",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,10.2,17.2,19.8,13.6,26,7,11,0,4566,4386,180,3.9,4724,4533,191,4,4840,4608,232,4.8,5110,4865,245,4.8,5411,5177,234,4.3,5270,5070,200,3.8,5414,5227,187,3.5,5221,5046,175,3.4,5106,4917,189,3.7,5168,4907,261,5.1,4919,4649,270,5.5,4856,4577,279,5.7,4552,4322,230,5.1,4146,3914,232,5.6,4062,3871,191,4.7,3911,3756,155,4,3963,3814,149,3.8,3938,3799,139,3.5,4014,3879,135,3.4,4157,4036,121,2.9,4089,3818,271,6.6,4227,4034,193,4.6,4218,4072,146,3.5,4417,4274,143,3.2,52388,72.5,11,8,7,7,1668,589,530,527,50.3,17.8,16,15.9,1315,886,892,950,32.5,21.9,22.1,23.5,1423,1066,1330,1484,26.8,20.1,25.1,28,1182,1163,1647,1527,21.4,21.1,29.8,27.7,1015,1257,1742,2196,16.3,20.2,28.1,35.4,719,1215,1989,3245,10,17,27.7,45.3
48047,TX,Brooks,2019,22.0%,1570,NA,26%,NA,165%,87%,13%,33.3%,630,80%,20%,$2.52,$14.20,"$676,000",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7,22.2,37.2,45,30.4,59.6,9,9,0,2895,2696,199,6.9,3113,2928,185,5.9,3197,2954,243,7.6,3298,3028,270,8.2,3251,3007,244,7.5,3105,2893,212,6.8,3031,2840,191,6.3,3084,2917,167,5.4,3272,3098,174,5.3,3318,3009,309,9.3,2597,2285,312,12,2693,2397,296,11,2715,2479,236,8.7,2761,2510,251,9.1,2704,2492,212,7.8,2604,2344,260,10,2441,2152,289,11.8,2415,2214,201,8.3,2434,2277,157,6.5,2596,2464,132,5.1,2585,2309,276,10.7,2504,2277,227,9.1,2375,2231,144,6.1,2295,2168,127,5.5,35359,48.9,9,7,7,9,2714,664,309,266,68.7,16.8,7.8,6.7,2725,1012,450,407,59.3,22,9.8,8.9,2574,1016,826,313,54.4,21.5,17.5,6.6,2365,1103,926,323,50.1,23.4,19.6,6.8,1794,1509,830,432,39.3,33.1,18.2,9.5,1684,1629,1101,745,32.6,31.6,21.3,14.4
48047,TX,Brooks,2020,23.9%,1700,NA,28%,19%,165%,83%,17%,39.8%,660,82%,18%,$2.92,$15.48,"$798,000",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7,22.2,37.2,45,30.4,59.6,9,9,0,2895,2696,199,6.9,3113,2928,185,5.9,3197,2954,243,7.6,3298,3028,270,8.2,3251,3007,244,7.5,3105,2893,212,6.8,3031,2840,191,6.3,3084,2917,167,5.4,3272,3098,174,5.3,3318,3009,309,9.3,2597,2285,312,12,2693,2397,296,11,2715,2479,236,8.7,2761,2510,251,9.1,2704,2492,212,7.8,2604,2344,260,10,2441,2152,289,11.8,2415,2214,201,8.3,2434,2277,157,6.5,2596,2464,132,5.1,2585,2309,276,10.7,2504,2277,227,9.1,2375,2231,144,6.1,2295,2168,127,5.5,35359,48.9,9,7,7,9,2714,664,309,266,68.7,16.8,7.8,6.7,2725,1012,450,407,59.3,22,9.8,8.9,2574,1016,826,313,54.4,21.5,17.5,6.6,2365,1103,926,323,50.1,23.4,19.6,6.8,1794,1509,830,432,39.3,33.1,18.2,9.5,1684,1629,1101,745,32.6,31.6,21.3,14.4
48047,TX,Brooks,2021,23.3%,1660,NA,25%,15%,165%,76%,24%,34.3%,590,66%,34%,$3.20,$18.63,"$938,000",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7,22.2,37.2,45,30.4,59.6,9,9,0,2895,2696,199,6.9,3113,2928,185,5.9,3197,2954,243,7.6,3298,3028,270,8.2,3251,3007,244,7.5,3105,2893,212,6.8,3031,2840,191,6.3,3084,2917,167,5.4,3272,3098,174,5.3,3318,3009,309,9.3,2597,2285,312,12,2693,2397,296,11,2715,2479,236,8.7,2761,2510,251,9.1,2704,2492,212,7.8,2604,2344,260,10,2441,2152,289,11.8,2415,2214,201,8.3,2434,2277,157,6.5,2596,2464,132,5.1,2585,2309,276,10.7,2504,2277,227,9.1,2375,2231,144,6.1,2295,2168,127,5.5,35359,48.9,9,7,7,9,2714,664,309,266,68.7,16.8,7.8,6.7,2725,1012,450,407,59.3,22,9.8,8.9,2574,1016,826,313,54.4,21.5,17.5,6.6,2365,1103,926,323,50.1,23.4,19.6,6.8,1794,1509,830,432,39.3,33.1,18.2,9.5,1684,1629,1101,745,32.6,31.6,21.3,14.4
48047,TX,Brooks,2022,26.2%,1850,NA,32%,NA,165%,78%,22%,31.8%,500,69%,31%,$3.47,$21.51,"$1,207,000",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7,22.2,37.2,45,30.4,59.6,9,9,0,2895,2696,199,6.9,3113,2928,185,5.9,3197,2954,243,7.6,3298,3028,270,8.2,3251,3007,244,7.5,3105,2893,212,6.8,3031,2840,191,6.3,3084,2917,167,5.4,3272,3098,174,5.3,3318,3009,309,9.3,2597,2285,312,12,2693,2397,296,11,2715,2479,236,8.7,2761,2510,251,9.1,2704,2492,212,7.8,2604,2344,260,10,2441,2152,289,11.8,2415,2214,201,8.3,2434,2277,157,6.5,2596,2464,132,5.1,2585,2309,276,10.7,2504,2277,227,9.1,2375,2231,144,6.1,2295,2168,127,5.5,35359,48.9,9,7,7,9,2714,664,309,266,68.7,16.8,7.8,6.7,2725,1012,450,407,59.3,22,9.8,8.9,2574,1016,826,313,54.4,21.5,17.5,6.6,2365,1103,926,323,50.1,23.4,19.6,6.8,1794,1509,830,432,39.3,33.1,18.2,9.5,1684,1629,1101,745,32.6,31.6,21.3,14.4
